lon,lat,sol,win
127.48,50.25,3.64,5.53
128.47,49.58,3.67,4.76
127.32,49.42,3.68,5.52
126.52,48.23,3.75,4.68
126.2,48.52,3.75,4.68
126.98,46.63,3.94,4.51
126.98,46.63,3.94,4.51
126.48,46.83,3.94,4.51
126.28,46.27,3.94,4.51
126.1,46.68,3.94,4.51
127.52,46.88,3.94,3.68
125.9,47.18,3.98,5.39
127.1,47.25,3.87,3.64
125.33,46.4,4.05,5.34
125.98,46.07,4.05,5.34
126.97,47.47,3.87,4.51
124.12,50.42,3.64,3.8
126.65,51.73,3.61,4.14
124.7,52.32,3.49,3.98
122.53,52.97,3.46,4.07
121.47,31.23,3.81,5.58
121.48,31.23,3.81,5.58
121.47,31.22,3.81,5.58
121.43,31.18,3.81,5.58
121.42,31.22,3.81,5.58
121.45,31.23,3.81,5.58
121.4,31.25,3.81,5.58
121.45,31.25,3.81,5.58
121.5,31.27,3.81,5.58
121.52,31.27,3.81,5.58
121.38,31.12,3.81,5.58
121.48,31.4,3.81,5.58
121.27,31.38,3.81,5.58
121.53,31.22,3.81,5.58
121.33,30.75,3.89,5.65
121.22,31.03,3.81,5.58
121.12,31.15,3.81,5.58
121.75,31.05,3.81,5.58
121.47,30.92,3.89,5.65
121.4,31.62,3.81,5.58
118.78,32.07,3.88,3.89
118.8,32.05,3.88,3.89
118.78,32.03,3.88,3.89
118.8,32.02,3.88,3.89
118.75,32.03,3.88,3.89
117.18,34.28,4.11,3.6
118.77,32.07,3.88,3.89
118.73,32.08,3.88,3.89
118.62,32.05,3.88,3.89
118.88,32.12,3.88,3.89
118.77,32,3.88,3.89
118.85,31.95,3.75,3.86
118.83,32.35,3.88,3.89
119.02,31.65,3.77,4.11
118.88,31.33,3.75,3.86
120.3,31.57,3.78,4.68
120.3,31.58,3.78,4.68
120.3,31.57,3.78,4.68
120.28,31.58,3.78,4.68
120.35,31.6,3.78,4.68
120.28,31.68,3.78,4.68
120.27,31.57,3.78,4.68
120.27,31.9,3.78,4.68
119.82,31.35,3.77,4.11
117.18,34.27,4.11,3.6
117.18,34.28,4.11,3.6
118.77,32.07,3.88,3.89
117.22,34.25,4.11,3.6
117.13,34.3,4.11,3.6
117.45,34.45,4.11,3.6
117.18,34.25,4.11,3.6
116.6,34.7,4.14,3.37
116.93,34.73,4.14,3.37
117.17,34.18,4.11,3.6
117.95,33.9,4.04,3.72
118.35,34.38,4.17,3.71
117.95,34.32,4.11,3.6
119.95,31.78,3.77,4.11
119.93,31.75,3.77,4.11
119.93,31.78,3.77,4.11
120.05,31.73,3.78,4.68
119.97,31.83,3.77,4.11
119.93,31.72,3.77,4.11
119.48,31.42,3.77,4.11
119.57,31.75,3.77,4.11
120.58,31.3,3.78,4.68
120.63,31.3,3.78,4.68
120.63,31.32,3.78,4.68
120.6,31.32,3.78,4.68
120.57,31.3,3.78,4.68
120.63,31.27,3.78,4.68
120.63,31.37,3.78,4.68
120.75,31.65,3.78,4.68
120.55,31.87,3.78,4.68
120.98,31.38,3.78,4.68
120.63,31.17,3.78,4.68
121.1,31.45,3.81,5.58
120.88,31.98,3.78,4.68
120.85,32,3.93,4.62
120.8,32.03,3.93,4.62
120.45,32.55,3.93,4.62
121.18,32.32,3.95,5.5
121.65,31.82,3.81,5.58
120.57,32.4,3.93,4.62
121.07,32.08,3.95,5.5
121.17,31.9,3.81,5.58
119.22,34.6,4.09,3.82
119.37,34.75,4.09,3.82
119.17,34.6,4.09,3.82
119.12,34.57,4.09,3.82
119.12,34.83,4.09,3.82
118.77,34.53,4.17,3.71
119.25,34.3,4.09,3.82
119.35,34.08,4.09,3.82
119.02,33.62,4.02,3.93
119.02,33.6,4.02,3.93
119.13,33.5,4.02,3.93
119.03,33.63,4.02,3.93
119.03,33.58,4.02,3.93
119.27,33.78,4.02,3.93
118.83,33.3,4,3.82
118.48,33,4,3.82
119.02,33.02,4.02,3.93
120.15,33.35,4.02,4.46
120.13,33.4,4.02,4.46
120.15,33.33,4.02,4.46
119.57,34.2,4.09,3.82
119.83,33.98,4.02,3.93
119.8,33.78,4.02,3.93
120.25,33.78,4.02,4.46
119.8,33.47,4.02,3.93
120.3,32.85,3.93,4.62
120.47,33.2,4.02,4.46
119.4,32.4,3.88,4.08
119.43,32.38,3.88,4.08
119.4,32.38,3.88,4.08
119.4,32.42,3.88,4.08
119.3,33.23,4.02,3.93
119.18,32.27,3.88,4.08
119.43,32.78,3.88,4.08
119.55,32.43,3.88,4.08
119.45,32.2,3.88,4.08
119.47,32.2,3.88,4.08
119.4,32.2,3.88,4.08
119.45,32.13,3.88,4.08
119.57,32,3.88,4.08
119.82,32.23,3.88,4.08
119.17,31.95,3.77,4.11
119.92,32.45,3.88,4.08
119.85,32.92,3.88,4.08
120.27,32.02,3.93,4.62
120.02,32.17,3.93,4.62
120.15,32.52,3.93,4.62
118.28,33.97,4,3.82
118.25,33.97,4,3.82
118.32,33.95,4,3.82
118.77,34.13,4.17,3.71
118.68,33.72,4,3.82
118.22,33.47,4,3.82
120.15,30.28,3.69,4.66
120.17,30.25,3.69,4.66
120.17,30.28,3.69,4.66
120.2,30.27,3.69,4.66
120.13,30.32,3.69,4.66
120.13,30.27,3.69,4.66
120.2,30.2,3.69,4.66
120.27,30.17,3.69,4.66
120.3,30.42,3.69,4.66
119.67,29.8,3.56,3.94
119.03,29.6,3.56,3.94
119.28,29.48,3.56,3.94
119.95,30.05,3.63,4.03
119.72,30.23,3.63,4.03
121.55,29.88,3.59,5.73
121.55,29.87,3.59,5.73
121.57,29.87,3.59,5.73
121.55,29.88,3.59,5.73
121.85,29.93,3.59,5.73
121.72,29.95,3.59,5.73
121.53,29.83,3.59,5.73
121.87,29.48,3.59,5.73
121.43,29.28,3.59,5.73
121.15,30.03,3.89,5.65
121.23,30.17,3.89,5.65
121.4,29.65,3.59,5.73
120.7,28,3.58,4.68
120.65,28.02,3.58,4.68
120.82,27.93,3.55,4.8
121.15,27.83,4,5.98
120.68,28.15,3.58,4.68
120.57,27.67,3.55,4.8
120.4,27.5,3.55,4.8
120.08,27.78,3.55,4.8
119.72,27.57,3.6,4
120.63,27.78,3.55,4.8
120.95,28.13,3.58,4.68
120.75,30.75,3.69,4.66
120.7,30.77,3.69,4.66
120.92,30.85,3.69,4.66
120.95,30.53,3.69,4.66
120.68,30.53,3.69,4.66
121.02,30.7,3.89,5.65
120.57,30.63,3.69,4.66
120.08,30.9,3.69,4.66
120.12,30.87,3.69,4.66
120.43,30.88,3.69,4.66
119.97,30.53,3.63,4.03
119.9,31.02,3.77,4.11
119.68,30.63,3.63,4.03
120.57,30,3.69,4.66
120.57,30,3.69,4.66
120.47,30.08,3.69,4.66
120.9,29.5,3.61,4.66
120.23,29.72,3.61,4.66
120.87,30.03,3.69,4.66
120.82,29.58,3.61,4.66
119.65,29.08,3.56,3.94
119.65,29.08,3.56,3.94
119.7,29.08,3.56,3.94
119.82,28.9,3.53,3.86
119.88,29.45,3.56,3.94
120.43,29.05,3.61,4.66
119.45,29.22,3.56,3.94
120.07,29.3,3.61,4.66
120.23,29.28,3.61,4.66
120.03,28.9,3.58,4.68
118.87,28.93,3.52,3.37
118.87,28.93,3.52,3.37
118.93,28.98,3.52,3.37
118.52,28.9,3.52,3.37
118.42,29.13,3.54,3.58
119.17,29.03,3.56,3.94
118.62,28.75,3.52,3.37
122.2,30,3.92,6.63
122.1,30.02,3.92,6.63
122.3,29.95,3.92,6.79
122.2,30.25,3.92,6.63
122.45,30.73,3.92,6.63
121.43,28.68,3.59,5.83
121.43,28.68,3.59,5.83
121.27,28.65,3.59,5.83
121.38,28.58,3.59,5.83
121.23,28.13,3.59,5.83
121.38,29.12,3.59,5.73
121.03,29.13,3.59,5.73
120.73,28.87,3.58,4.68
121.37,28.37,3.59,5.83
121.12,28.85,3.59,5.83
119.92,28.45,3.53,3.86
119.92,28.45,3.53,3.86
120.28,28.15,3.58,4.68
120.07,28.65,3.58,4.68
119.27,28.6,3.53,3.86
119.48,28.45,3.53,3.86
119.57,28.12,3.53,3.86
119.05,27.62,3.6,4
119.63,27.98,3.6,4
119.13,28.08,3.53,3.86
117.25,31.83,3.7,3.61
117.3,31.87,3.7,3.61
117.25,31.88,3.7,3.61
117.27,31.85,3.7,3.61
117.3,31.8,3.7,3.61
117.17,32.48,3.89,3.7
117.47,31.88,3.7,3.61
117.17,31.72,3.7,3.61
118.38,31.33,3.75,3.86
118.37,31.35,3.75,3.86
118.38,31.37,3.75,3.86
118.57,31.15,3.75,3.86
118.2,31.08,3.75,3.86
118.33,30.92,3.61,3.74
117.38,32.92,3.89,3.7
117.38,32.95,3.89,3.7
117.35,32.95,3.89,3.7
117.33,32.93,3.89,3.7
117.35,32.97,3.89,3.7
117.18,32.97,3.89,3.7
117.88,33.15,4.04,3.72
117.32,33.32,4.04,3.72
117,32.63,3.89,3.7
117.05,32.63,3.89,3.7
117,32.67,3.89,3.7
116.85,32.6,3.89,3.59
116.83,32.63,3.89,3.59
116.82,32.78,3.89,3.59
116.72,32.7,3.89,3.59
118.5,31.7,3.75,3.86
118.48,31.73,3.75,3.86
118.5,31.72,3.75,3.86
118.48,31.68,3.75,3.86
118.48,31.55,3.75,3.86
116.8,33.95,4.04,3.49
116.82,34,4.14,3.37
116.8,33.95,4.04,3.49
116.8,33.9,4.04,3.49
116.77,33.92,4.04,3.49
117.82,30.93,3.66,3.46
117.82,30.93,3.66,3.46
117.85,30.95,3.66,3.46
117.78,30.92,3.66,3.46
117.78,30.95,3.66,3.46
117.05,30.53,3.66,3.46
117.05,30.5,3.66,3.46
117.03,30.52,3.66,3.46
117.78,30.92,3.66,3.46
116.83,30.72,3.63,3.48
117.2,30.7,3.66,3.46
116.57,30.63,3.63,3.48
116.27,30.43,3.63,3.48
116.12,30.15,3.63,3.48
116.68,30.13,3.63,3.48
116.35,30.85,3.63,3.48
116.95,31.05,3.67,3.58
118.33,29.72,3.54,3.58
118.33,29.72,3.54,3.58
118.13,30.3,3.61,3.74
118.33,29.82,3.54,3.58
118.43,29.87,3.54,3.58
118.18,29.78,3.54,3.58
117.93,29.93,3.6,3.21
117.72,29.87,3.6,3.21
118.32,32.3,3.88,3.89
118.3,32.3,3.88,3.89
118.3,32.32,3.88,3.89
118.43,32.45,3.88,3.89
118.27,32.1,3.88,3.89
117.67,32.53,3.89,3.7
117.57,32.87,3.89,3.7
119,32.7,3.88,4.08
117.98,32.78,3.89,3.7
115.82,32.9,3.87,3.48
115.8,32.88,3.87,3.48
115.85,32.92,3.87,3.48
115.8,32.93,3.87,3.48
115.25,33.07,4,3.26
115.62,33.17,4,3.26
115.58,32.63,3.87,3.48
116.27,32.63,3.89,3.59
116.98,33.63,4.04,3.49
116.97,33.63,4.04,3.49
116.35,34.42,4.14,3.37
116.93,34.18,4.14,3.37
117.55,33.55,4.04,3.72
117.88,33.48,4.04,3.72
117.87,31.6,3.7,3.61
117.85,31.6,3.7,3.61
117.28,31.25,3.7,3.61
117.92,31.3,3.7,3.61
118.1,31.72,3.75,3.86
118.37,31.72,3.75,3.86
116.5,31.77,3.67,3.58
116.5,31.77,3.67,3.58
116.48,31.77,3.67,3.58
116.78,32.58,3.89,3.59
116.27,32.33,3.89,3.59
116.93,31.47,3.67,3.58
115.92,31.72,3.69,3.56
116.33,31.4,3.67,3.58
115.78,33.85,4,3.26
115.77,33.88,4,3.26
116.22,33.52,4.04,3.49
116.57,33.27,4.04,3.49
116.2,33.15,4.04,3.49
117.48,30.67,3.66,3.46
117.48,30.65,3.66,3.46
117.02,30.1,3.66,3.46
117.48,30.22,3.66,3.46
117.85,30.65,3.66,3.46
118.75,30.95,3.61,3.74
118.75,30.95,3.61,3.74
119.17,31.13,3.77,4.11
119.42,30.9,3.63,4.03
118.4,30.7,3.61,3.74
118.6,30.07,3.61,3.74
118.53,30.28,3.61,3.74
118.98,30.63,3.61,3.74
119.3,26.08,3.54,4.36
119.3,26.08,3.54,4.36
119.3,26.07,3.54,4.36
119.32,26.05,3.54,4.36
119.45,26,3.54,4.36
119.32,26.08,3.54,4.36
119.13,26.15,3.54,4.36
119.53,26.2,3.54,4.36
119.55,26.48,3.54,4.36
118.85,26.22,3.66,4.2
118.93,25.87,3.63,4.8
119.78,25.52,3.63,5.08
119.38,25.72,3.63,5.08
119.52,25.97,3.63,5.08
118.08,24.48,4.02,5.37
118.08,24.45,4.02,5.37
117.98,24.47,3.73,4.56
118.08,24.52,4.02,5.37
118.1,24.57,4.02,5.37
118.15,24.73,4.02,5.37
118.23,24.62,4.02,5.37
119,25.43,3.63,5.08
119,25.43,3.63,5.08
119.1,25.45,3.63,5.08
119.02,25.43,3.63,5.08
119.08,25.32,3.63,5.08
118.68,25.37,3.63,4.8
117.62,26.27,3.5,4.04
117.63,26.27,3.5,4.04
117.6,26.23,3.5,4.04
117.2,26.37,3.5,4.04
116.82,26.18,3.48,3.65
116.65,26.27,3.48,3.65
117.85,25.7,3.62,4.51
118.18,26.17,3.66,4.2
117.78,26.4,3.5,4.04
117.47,26.73,3.5,4.04
117.17,26.9,3.5,4.04
116.83,26.83,3.48,3.65
117.37,25.98,3.62,4.51
118.67,24.88,4.02,5.37
118.6,24.92,4.02,5.37
118.6,24.92,4.02,5.37
118.67,24.95,4.02,5.37
118.88,25.12,3.63,4.8
118.8,25.03,3.63,4.8
118.18,25.07,3.63,4.8
118.3,25.32,3.63,4.8
118.23,25.5,3.63,4.8
118.32,24.43,4.02,5.37
118.65,24.73,4.02,5.37
118.58,24.82,4.02,5.37
118.38,24.97,4.02,5.37
117.65,24.52,3.73,4.56
117.65,24.52,3.73,4.56
117.72,24.52,3.73,4.56
117.33,23.95,4.26,5.18
117.62,24.13,3.73,4.56
117.18,23.72,4.26,5.18
117.75,24.62,3.73,4.56
117.43,23.7,4.26,5.18
117.37,24.52,3.73,4.56
117.3,24.37,3.73,4.56
117.53,25.02,3.62,4.51
117.82,24.45,3.73,4.56
118.17,26.65,3.66,4.2
118.17,26.65,3.66,4.2
117.8,26.8,3.5,4.04
118.53,27.92,3.5,3.58
117.33,27.55,3.45,3.16
118.78,27.53,3.5,3.58
118.85,27.37,3.5,3.58
117.48,27.37,3.45,3.16
118.03,27.77,3.5,3.58
118.32,27.03,3.5,3.58
118.12,27.33,3.5,3.58
117.03,25.1,3.62,4.51
117.03,25.1,3.62,4.51
116.35,25.83,3.57,3.92
116.73,24.72,3.76,4.15
116.42,25.05,3.57,3.92
116.1,25.1,3.57,3.92
116.75,25.72,3.57,3.92
117.42,25.3,3.62,4.51
119.52,26.67,3.54,4.36
119.52,26.67,3.54,4.36
120,26.88,3.89,5.03
118.75,26.58,3.66,4.2
118.98,26.92,3.66,4.2
119.5,27.47,3.6,4
119.33,27.12,3.6,4
119.9,27.23,3.6,4
119.65,27.08,3.6,4
120.22,27.33,3.55,4.8
115.85,28.68,3.44,3.62
115.9,28.68,3.44,3.62
115.87,28.67,3.44,3.62
115.92,28.63,3.44,3.62
115.73,28.72,3.44,3.62
115.95,28.68,3.44,3.62
115.93,28.55,3.44,3.62
115.82,28.7,3.44,3.62
115.55,28.85,3.44,3.62
116.27,28.37,3.61,3.25
117.17,29.27,3.6,3.21
117.17,29.27,3.6,3.21
117.2,29.3,3.6,3.21
117.25,29.37,3.6,3.21
117.12,28.97,3.58,2.89
113.85,27.63,3.34,3.24
113.87,27.65,3.34,3.24
113.73,27.65,3.34,3.24
113.95,27.13,3.34,3.24
113.8,27.88,3.34,3.24
114.03,27.63,3.34,3.49
116,29.7,3.6,3.37
115.98,29.68,3.49,3.53
115.98,29.73,3.49,3.53
115.88,29.62,3.49,3.53
115.1,29.27,3.49,3.53
114.57,29.03,3.46,3.42
115.8,29.03,3.49,3.53
115.77,29.33,3.49,3.53
116.03,29.45,3.6,3.37
116.18,29.27,3.6,3.37
116.22,29.73,3.6,3.37
116.55,29.9,3.6,3.37
115.67,29.68,3.49,3.53
114.92,27.82,3.34,3.49
114.93,27.8,3.34,3.49
114.67,27.82,3.34,3.49
117.07,28.27,3.58,2.89
117.05,28.23,3.58,2.89
116.82,28.2,3.61,3.25
117.22,28.28,3.58,2.89
114.93,25.83,3.41,3.09
114.93,25.87,3.41,3.09
115,25.87,3.55,3.33
114.93,25.38,3.41,3.09
114.35,25.4,3.41,3.09
114.53,25.8,3.41,3.09
114.3,25.7,3.41,3.09
115.38,25.13,3.55,3.33
114.78,24.92,3.55,3.61
115.03,24.78,3.69,3.75
114.52,24.75,3.55,3.61
116.02,26.48,3.48,3.65
115.42,25.95,3.55,3.33
115.35,26.33,3.48,3.26
115.78,25.6,3.55,3.33
115.65,24.95,3.69,3.75
116.33,26.33,3.48,3.65
116.03,25.88,3.57,3.92
114.75,25.65,3.41,3.09
114.98,27.12,3.34,3.49
114.98,27.12,3.34,3.49
115,27.1,3.48,3.53
114.9,27.05,3.34,3.49
115.13,27.22,3.48,3.53
115.33,27.62,3.48,3.53
115.4,27.77,3.48,3.53
115.43,27.32,3.48,3.53
114.88,26.8,3.33,3.05
114.52,26.33,3.33,3.05
114.78,26.47,3.33,3.05
114.62,27.38,3.34,3.49
114.23,26.95,3.33,3.05
114.27,26.72,3.33,3.05
114.38,27.8,3.34,3.49
114.38,27.8,3.34,3.49
115.38,28.7,3.44,3.62
114.43,28.12,3.34,3.61
114.92,28.23,3.34,3.61
114.78,28.38,3.34,3.61
115.35,28.87,3.44,3.62
114.37,28.53,3.34,3.61
115.78,28.2,3.44,3.62
115.53,28.07,3.44,3.62
115.37,28.42,3.44,3.62
116.35,28,3.61,3.25
116.35,27.98,3.48,3.34
116.63,27.55,3.48,3.34
116.92,27.3,3.48,3.34
116.53,27.22,3.48,3.34
116.05,27.77,3.48,3.34
115.83,27.43,3.48,3.53
116.22,27.55,3.48,3.34
116.77,27.92,3.48,3.34
117.07,27.7,3.45,3.16
116.62,28.23,3.61,3.25
116.32,26.83,3.48,3.65
117.97,28.45,3.58,2.89
117.95,28.43,3.58,2.89
117.92,28.43,3.58,2.89
118.18,28.43,3.52,3.37
118.25,28.68,3.52,3.37
117.7,28.32,3.58,2.89
117.6,28.42,3.58,2.89
117.43,28.4,3.58,2.89
116.68,28.7,3.61,3.25
116.67,29,3.6,3.37
117.07,28.7,3.58,2.89
117.85,29.25,3.6,3.21
117.57,28.95,3.58,2.89
116.98,36.67,4.29,3.2
117.08,36.67,4.28,3.22
117,36.65,4.28,3.22
116.58,35.4,4.2,3.24
117.57,34.87,4.11,3.6
116.93,36.65,4.29,3.2
116.98,36.68,4.29,3.2
117.07,36.68,4.28,3.22
116.73,36.55,4.29,3.2
116.45,36.28,4.29,3.2
117.22,36.98,4.28,3.22
117.15,37.32,4.33,3.2
117.53,36.72,4.28,3.22
120.38,36.07,4.22,4.95
120.38,36.07,4.22,4.95
120.38,36.08,4.22,4.95
120.35,36.1,4.22,4.95
120.18,35.97,4.33,4.37
120.47,36.1,4.22,4.95
120.43,36.15,4.22,4.95
120.37,36.3,4.22,4.95
120.03,36.27,4.22,4.95
120.45,36.38,4.22,4.95
119.95,36.78,4.25,4.26
120.03,35.87,4.33,4.37
120.5,36.87,4.22,4.95
118.05,36.82,4.26,3.74
118.03,36.82,4.26,3.74
117.85,36.5,4.28,3.22
118.3,36.82,4.26,3.74
117.87,36.8,4.28,3.22
118.08,36.97,4.26,3.74
117.82,37.17,4.33,3.2
118.17,36.18,4.26,3.74
117.32,34.82,4.11,3.6
117,36.65,4.28,3.22
116.58,35.4,4.2,3.24
117.57,34.87,4.11,3.6
117.25,34.8,4.11,3.6
117.58,34.77,4.11,3.6
117.73,34.57,4.11,3.6
117.45,35.08,4.26,3.35
117.15,35.08,4.26,3.35
118.67,37.43,4.29,4.3
118.5,37.47,4.29,4.3
118.53,37.88,4.29,4.3
118.55,37.58,4.29,4.3
118.25,37.48,4.29,4.3
118.4,37.07,4.29,4.3
121.43,37.45,4.31,6.4
121.38,37.53,4.31,6.4
121.25,37.5,4.31,6.4
121.6,37.38,4.31,6.4
121.43,37.5,4.31,6.4
120.73,37.92,4.33,6.11
120.52,37.65,4.33,6.11
120.7,36.98,4.22,4.95
119.93,37.18,4.33,5.41
120.75,37.82,4.33,6.11
120.4,37.37,4.33,6.11
120.83,37.3,4.33,6.11
121.15,36.78,4.23,5.79
119.15,36.7,4.25,4.26
119.1,36.72,4.25,4.26
119.22,36.77,4.25,4.26
119.17,36.67,4.25,4.26
119.12,36.72,4.25,4.26
118.53,36.52,4.26,3.74
118.82,36.7,4.26,3.74
118.47,36.68,4.26,3.74
119.4,36,4.25,4.26
118.73,36.88,4.26,3.74
119.2,36.43,4.25,4.26
119.75,36.38,4.25,4.26
119.4,36.87,4.25,4.26
116.58,35.42,4.2,3.24
117,36.65,4.28,3.22
116.58,35.4,4.2,3.24
117.57,34.87,4.11,3.6
116.58,35.42,4.2,3.24
117.13,34.82,4.11,3.6
116.65,35,4.2,3.24
116.3,35.07,4.2,3.24
116.33,35.42,4.2,3.24
116.48,35.73,4.2,3.24
117.27,35.67,4.26,3.35
116.08,35.8,4.2,3.24
116.98,35.58,4.2,3.24
116.83,35.55,4.2,3.24
116.97,35.4,4.2,3.24
117.08,36.2,4.28,3.22
117.13,36.18,4.28,3.22
117,36.18,4.28,3.22
116.8,35.77,4.2,3.24
116.47,35.93,4.2,3.24
117.77,35.92,4.26,3.35
116.77,36.18,4.29,3.2
122.12,37.52,4.39,6.7
122.12,37.5,4.39,6.7
122.05,37.2,4.39,6.7
122.42,37.17,4.39,6.7
121.53,36.92,4.23,5.79
119.52,35.42,4.15,3.74
119.45,35.42,4.15,3.74
119.33,35.1,4.15,3.74
119.2,35.75,4.15,3.74
118.83,35.58,4.23,3.55
117.67,36.22,4.28,3.22
117.65,36.2,4.28,3.22
117.8,36.07,4.28,3.22
118.35,35.05,4.23,3.55
118.33,35.07,4.23,3.55
118.28,34.98,4.17,3.71
118.4,35.08,4.23,3.55
118.47,35.55,4.23,3.55
118.35,34.62,4.17,3.71
118.62,35.78,4.23,3.55
118.05,34.85,4.17,3.71
117.97,35.27,4.26,3.35
117.63,35.5,4.26,3.35
118.83,35.18,4.23,3.55
117.93,35.72,4.26,3.35
118.65,34.92,4.17,3.71
116.3,37.45,4.32,3.27
116.3,37.45,4.32,3.27
116.57,37.33,4.32,3.27
116.78,37.65,4.32,3.27
117.38,37.78,4.33,3.2
116.87,37.18,4.32,3.27
116.75,36.8,4.29,3.2
116.43,37.17,4.32,3.27
116,36.95,4.29,3.2
116.07,37.22,4.32,3.27
117.23,37.73,4.33,3.2
116.63,36.93,4.29,3.2
115.98,36.45,4.26,3.19
115.98,36.45,4.26,3.19
115.78,36.12,4.26,3.19
115.67,36.23,4.26,3.19
116.25,36.58,4.29,3.2
116.25,36.33,4.29,3.2
115.43,36.48,4.26,3.19
116.23,36.87,4.29,3.2
115.7,36.85,4.26,3.19
117.97,37.38,4.33,3.2
118,37.38,4.29,4.3
117.5,37.48,4.33,3.2
117.58,37.63,4.33,3.2
117.6,37.73,4.33,3.2
118.13,37.7,4.29,4.3
118.13,37.15,4.29,4.3
117.73,36.88,4.28,3.22
115.43,35.25,4.2,3.13
115.53,34.83,4.1,3.15
116.08,34.8,4.14,3.37
115.88,34.95,4.1,3.15
116.08,35.4,4.2,3.24
115.93,35.6,4.2,3.13
115.5,35.57,4.2,3.13
115.57,35.07,4.2,3.13
115.08,35.28,4.2,3.13
113.62,34.75,4.02,2.78
113.6,34.75,4.02,2.78
113.65,34.73,4.02,2.78
113.67,34.75,4.02,2.78
113.65,34.78,4.02,2.78
113.28,34.82,4.02,2.78
113.6,34.87,4.02,2.78
113.97,34.72,4.02,2.78
112.98,34.77,3.94,2.62
113.4,34.78,4.02,2.78
113.38,34.53,4.02,2.78
113.73,34.4,4.02,2.78
113.03,34.47,4.02,2.78
114.3,34.8,4.07,2.95
114.35,34.8,4.07,2.95
114.35,34.8,4.07,2.95
114.35,34.78,4.07,2.95
114.78,34.55,4.07,2.95
114.47,34.48,4.07,2.95
114.18,34.42,4.07,2.95
114.43,34.77,4.07,2.95
114.82,34.82,4.07,2.95
112.45,34.62,3.94,2.62
112.47,34.68,3.94,2.62
112.43,34.67,3.94,2.62
112.4,34.67,3.94,2.62
112.58,34.9,3.94,2.62
112.45,34.62,3.94,2.62
112.43,34.83,3.94,2.62
112.15,34.72,3.94,2.62
111.62,33.78,3.85,2.52
112.1,34.15,3.94,2.62
112.47,34.15,3.94,2.62
112.17,34.52,3.94,2.62
111.65,34.38,3.98,2.83
112.42,34.42,3.94,2.62
112.78,34.73,3.94,2.62
113.18,33.77,3.89,2.77
113.3,33.73,3.89,2.77
113.33,33.73,3.89,2.77
112.88,33.9,3.8,2.51
113.28,33.73,3.89,2.77
113.07,33.88,3.89,2.77
113.35,33.62,3.89,2.77
112.9,33.73,3.8,2.51
113.22,33.97,3.89,2.77
113.52,33.3,3.89,2.77
112.83,34.17,3.94,2.62
114.38,36.1,4.21,3.17
114.35,36.08,4.21,3.17
114.35,36.12,4.21,3.17
114.3,36.12,4.21,3.17
